text,prediction
Nikuulize soulmate wako akikuambia aty Hana ladha ya wasichana Badoo what does he actually mean??? And how should i go about it?? Advice please?,1
Is oral sex safer than penetrative sex?,0
2023-12-01T13:42:01.936423Z,0
So I have a crush on this boy but we had an argument so he is acting weird I mean it's hurting me be cause I have a huge crush on him,1
2,1
"So I had my periods on 18th to 21st last month,and I had unprotected sex with my boyfriend on 6th of this month,
So are there chances of me getting pregnant",1
I'm supposed to be ovulating but I'm not seeing the discharge during ovulation,1
What about early pregnancy,1
2024-05-16T10:32:01.559569Z,0
Mimi aki ñaskia tu kufanya suicide Just to take my life  Sifeel poa alafu Sina beshte adi ako na KAZI yangu  nafaa kufanya?,0
I want to have raw sex but am afraid,0
Does postinor 2 work if taken 2 days to ovulation day?,0
Zangu naongea tu na wewe,0
Naweza weka family planning nikiwa how old,0
"Nko na girl friend na tuko na yeye na mtoto 1month na 3weeks na sai nko chuo na she keeps on telling ,,ataniletea mtoto nikae nayo shule but na shindwa naeza kumwambia aje",1
"Nilidungwa depo sindano ya family planning last month na sikunyesha. Iyo mwezi then the this month Nimekuwa niki nyesha everyday sijui shida nini , Nlikuwa nataka mnisho ni family planning gani poa ju bado sina mtoi niko 25 yrs",1
2023-11-13T09:34:02.330325Z,0
Mtu akimeza p2 periods hufaa kuja early or late,1
which PH is my vagina,1
Is it possible usikuwe wet time ya sex?,0
Leo nikienda choo asubuhi I realized nimepee damu what could be the reason ama shinda naweza kuwa nayo n kama Gani plz coz mm naongopa,1
Can  p2 cause  delay of periods,1
Why do you support much on girls,1
Why am I experiencing a strong scent  from my discharge,0
I received my period today should I be worried about pregnancy,0
Kuna types ngapi za contraceptives?,0
2024-05-17T21:49:02.418075Z,0
So Na Dai kuwa Na dem,0
2023-12-31T20:31:01.365206Z,0
Let's do this! 💪🏿,1
How can I diversify my emotional and physical stimulation during intimacy making with a partner,0
what if I need a girlfriend,0
Is it safe to do sex with a pregnant woman,0
2024-11-15T10:55:02.084205Z,0
Zii sina sawali,0
Is it bad to have feelings 4 the same sex,0
Yani mtu mdate na yy then boom ako na Dem mwngne anakukana anasema akujuii mtu ufanya nn coz I feel the whole word is crushing on me?,1
Though swali inaconcern sana my sexual life,0
2024-01-30T14:49:01.418893Z,0
Is squirting happening to every women,0
In case of same gender sex mtu unaprevent sti aje,1
"I just had unprotected sex on my ovulation day... though I was bleeding so I thought it might be my period, will i get pregnant?",1
2024-06-01T09:22:01.622831Z,1
I'm still waiting for an answer about my previous question,0
Nimeachwa nifanye?,0
"Okay this is what I have been experiencing chest pains but not all the time , feeling like am bring chocked,headache ,pins and needles,is this normal for someone with anxiety disorder",0
"Do you know which healthcare providers offer it?, The lydia sayana press",1
Can the breast be of the sama size,0
Okay everytime nikihave sex na this guy kuna foul smell natoa kwa p**sy what might be the problem,0
I have been seeing this guy for two months now. I feel like I was falling in love but he says he wants a no strings attached relationship. I really feel bad. I can't tell him but I am hurting,0
3,1
Can I take only one p2 pill,0
oooooh and kama uko sexually active and you want to settle na boy wako Kuna ways zenye mnafaa kufuata ni kama gani sasa like when you sit down Kuna conversation you have to start ndio mkiagree to be sexual active kunaways zenye zinaeza fuatiliwa ni kama gani,0
Ni poa mtu kuhave sex on the first day,0
So I had sex with someone recently for the first time....I really like him but then a few days later akapata infection kwa his dick but me I've hadn't had infections na sijakuwa na msee sexually for month .....what could be the problem??🥹🥹am really frustrated I need help,1
Mi ukuwa shy kuongea na warebo sijui mbona,0
self,1
Overcoming body shaming,1
2024-01-01T18:19:01.491540Z,0
Does natural methond ( withdrawal ) prevent one from getting pregnant,1
Ni family planning gani poa kutumia,1
What to use after abortion,1
Like i have a boyfriend na nikikosa ku have sex na yeye ana jam what should i do,0
"Okay I took p2 during my period and now my periods are a bit late could I be pregnant,,",1
2023-12-23T19:21:01.227158Z,0
So I have a this hypopigmentation thing making me really uncomfortable is there it's treatment or solution,0
Kuna manze jooh mh nampeda she loves me pia bt hakuangi petiant mh nko far na place ako jooh anapenda kuni jooh ssa mh naeza  mhelp ajy coz ye nikama hajielewi walai tumebrake mara kadhaa anarudi na defferent story kiasi tena ashaanza ssa manzi ka huyu atasaidika ajy ajue kujicontrol,1
issue,0
Discuss environment costs of increasing energy demand and how to ensure sustainability,0
2024-04-04T17:27:01.842120Z,1
I have sex with my boyfriend many times but didn't get pregnan??,0
1,1
Kama umepata mtoi and  umepata another dude and unataka sana kuhave sex how long should I wait and wat do I have to do?,1
The reason why girls feel pain in nipples,0
Ukitumia ciprofloxacin tablets go drive out STI na Bado baadae upate discharge inatoka what does that mean,1
What are EC pills,1
Sometimes I fall in love with both genders I want to get lid of the spirit Kuna hii siku nilishika my neighbor penis Yani sexual harrassment nimemkufia Sana lakini yy Ni straight. Nisaidie,1
How much is a femiplan contraceptive?,0
2024-05-05T06:38:02.260174Z,0
How can I fasten my periods,0
Nimesumbuliwana UTI for almost an year how can I get help,1
2023-12-21T19:14:01.526743Z,1
due,0
Does regular pain on breasts mean breast cancer?,1
Is there difference between love and relationship?,0
2024-03-02T09:13:01.371850Z,0
2023-12-04T18:05:01.296344Z,1
5,1
by,1
How does this WAZZII help me,1
Nauliza about me having sex but the tym am giving out the first shot 💉 na feel ctaki sex tens. Why??,1
2023-11-18T05:23:01.288200Z,0
Can a woman get pregnant during her periods,1
When is the right time to get into an intimate relationship?,0
How do you motivate your team,0
Family planning ya mkono ikisha and you still have sex will you become pregnant,0
Tuseme me naget periods zangu on date 29 every month which days i'm safe to have sex without using protective and I can't get pregnant,1
How to ensure a relationship last long as a guy?,0
Kuna tips mtu anaeza get to conceive a baby boy,1
Periods humiss,0
How do you know someone has lost interest in you,0
I feel little itchy since yesterday in my vagina and I only have 1bf,0
Must I have a boyfriend,1
Me nikihave sex nawashwa shida inaweza gny na nininawashwa sn,0
Story na long distance relationship,0
2023-11-27T15:59:01.653057Z,0
Which clinic should I request for a family planning like an implant,1
6,1
Should boobs have bumps naturally,0
I feel like my family makes me get depressed I can't even sleep lately and I have anxiety when I Know am about to talk or to see them,1
What do you think makes a guy to loose interest in a girl just after breaking her virginity.?,0
Noma,1
"I donno why i never have thoughts of getting a girlfriend, is that normal Na im over 20 yrs",0
Why is alady removing sound during sex and is there a problem asipotowa,0
"I've never had sex, how does it feel like?",1
Nataka kuconsider family planning,1
How do you get over someone you love too much,0
2024-01-17T12:25:01.762142Z,0
I feel horny sometimes. Especially around this guy I like. Will I regret having sex with him?,1
Sina swali mimi,0
2,1
"Bladder yangu sio strong aki. Hua inafill up haraka, alafu inakuwa hard kuhold pee. Sometimes hua najipata pee imelick ama hata sometimes nashidwa kufika toilet, cause siwezi hold mpaka kwa toilet. Usiku pia sometimes napata nimewet bed. What can I do to make my bladder strong, aki ni embarrassing na nataka tu hii problem iishe. Kuna medication naweza tumia inisaidie kustrengthen my bladder?",1
self,1
How would I know that I'm fertile again after an abortion?,1
Harm,0
Does P2 cause infertility,0
The early signs of pregnancy,1
Sijui  mbona niki have sex uwa na cum haraka ivo ?,0
What should one do ukifeek uko lonely naa you hate your mum sanaa,1
Help👆,0
Are viganal watts cancerous?,0
I'm so stressed btw😭,1
4,0
I suspect am pregnant but nikipima inatoa negative and i have some signs can i be pregnant,1
I had a break up like an year ago....I really don't know why UpTo date whenever I find a vibe am too reluctant to give back the same energy ...I ended up cutting my frnds and I ended up being an introverted person... how can I actually move on from this and just go back to the girl I used to be,1
What can I do about my boyfriend who just decided to back down on me because he found it difficult to love the two of us.. me and Emma.. Emma was his first girlfriend and they met again after six years.. but now he says he has to drop All of us because he can't choose,1
Yup!,0
Explore,1
Naulizia at week one mtu anaeza jua ako na mimba,0
Three main stages of processing,0
Is sex good for me as a person,0
What does it mean when you see your periods after every 16-20 days 😫,1
Ukinyonga unaeza wet dream,1
How dangerous is anal sex,0
How does cancer develop in women especially breast and ovarian cancer,0
Am stuck...Coz msee alinionyesha love na nika fall for him n akaniacha tu ivo...Nmeshindwa ku move on,1
"How do I stop myself from masturbation and porn ?, , Akina na ziii hate but mimi hujipata nikiwatch  nisaidie",1
Nikihave unprotected sex Dem anezapata bol nahiyo mara moja,1
Naeza pata wapi dame wa kuhave sex?,1
"We have received your message.Somebody will be looking at it shortly. Thank you for your patience.

*Are you a seller?*
Did you know that you can manage all your store transactions under one mobile app? 
Download the *Sellidot Seller app* and enjoy remote experience.
https://sellidot.com/app",0
None of above,1
2024-04-25T11:41:01.859268Z,1
"I am dating a man who is 25 years and I am 19 years there times I feel like he's definitely cheating na Kuna time na feel kama ako loyal, nifanye nini ju siko sure kama nampenda juya venye we make out ama nampenda ju nampenda?",0
Nimekua very suicidal,0
force,1
period yako kama inaruka   mwezi je ni tatizo???,1
If you have unprotected sex immediately after your menstruation period! Are you still capable to get pregnant?,1
Like nataka option 3 si 2,0
What should I do about the pregnancy,1
2023-09-11T19:51:01.439053Z,0
So are there any physical change that happens when one looses virginity,0
Is sucking healthy when have an intercourse?,0
"Kama umekosana na manzi yako juu ya kitu Petty na manzi akasema anataka break up, what should be my response?",0
Ok I'm 2months pregnant and I want to do abortion is it possible,1
"My name is Naisoi Kerorio from USAWA HEALTH FOUNDATION which is an SRHR related foundation., , We are currently running a series of X space discussions., , We would like to partner with Wazii on a discussion on the impact of social media on advocacy., , Looking forward to a positive response from you😊",0
2024-09-29T12:29:01.202018Z,0
"Are contraceptives harmful ,,like family planning",0
What is life?,0
Fungal infections in the vigina,0
A neighbour is spreading rumours amenikulia wife,0
I need to see a gynecologist,0
Can I send a voice note?,0
Vibes zikuje through,1
I don't know how to deal with a long distance relationship,0
That's the question,1
I started my periods on the 18th March  last month . I had raw sex on the 19th March of which my periods completely reduced then they stopped . Then on 21st March I took a birth control pill. On 26th March I started periods again which ended on 27th March. April is coming to an end and I have not yet received my monthly period. Could I be pregnant?,1
I masturbate alot n sijui jinsi ya kuacha help me Na Sina girlfriend,1
How to improve your sex with someone?,0
Okay I have this friend she always want to make me feel jealous always I mean it's like tunacompete I want to feel like myself always she goes to places ndo niskie vibaya  or she does something ndo nione now nikama amepata job mbele yangu what should I do I don't want to feel this way,0
"I want to make it up for my best friend.We've been having personal issues for a year now also involving a man we've both been dating.For the past year there hasn't been smooth communication and it reached a point she decided to move out and go stay with the man in picture.The man has also turned against me., I feel like I hurt my friend so much and I wouldn't want it to escalate past this., How should I make it up for her plus her birthday is this month",1
What is doggy sex,0
Uki have unprotected sex utajua aje your pregnant before having the symptoms,1
Kwanini ukidarwa boobs zinakuanga kubwa,0
My guy each time nikamshow something haijanifurahisha he gets mad and tell me naanzisha issues ama Niko na issues,1
2024-08-30T15:25:01.356067Z,0
Does ones vigina expand after having sex with 3 to 4 guys,0
How can the group help me!?,0
7,1
Sometimes after sex i feel some discomfort for a  day or two alafu inaenda what could be the problem,0
2023-11-23T18:49:04.197333Z,0
If I may ask when I finished my period on 18/11/23 what are my safe days to have unprotected sex,0
"Ok,me nimekua na Dem ,tumekaa na yeye for two years tumependana sana ,all of a sudden uyu Dem napata funny texts kwa simu yake.texts za boy mwingine,nikarealise ako na chali mwingine kitu hajaifanya before,coz nimekuangana simu yake na ako na yangu,were spending most times together,so hakuwainicheat.nikamchapa na anaenda kabisa kukaa na uyo chali,sai hataki story zangu kabsaa,na Mimi nampenda Tena sana .na amekataa kurudi.though sometimes we talk.please give me advice.should I still wait ama nimove on,coz it's now two months .",1
Why do I eat tissue too much I mean tishu ya choo😭 am serious btw i do eat and swallow,0
Where can I get free stis screening and diagnosis in Nairobi,0
So is it sexual wise only ama like relationship wise ama?,0
"Sometimes I have an itchy feeling on the tip of my penis, at times it results in some small rashes that graduate from watery to yellowy in color, What exactly could be the problem",1
Can someone have boil in private parts,1
Contraceptives huwork aje??!!,1
I need sex education,1
what abaut datting,1
3,0
"Niko na boy nampenda, , , but ni myoung kunishinda, , ,nimemshinda na 7 months",0
When one decides to date the same gender is it bad,1
Nimeenda periods zangu date 22 ikaisha date 26 Sasa nilitaka kufanya sex sah nko save ama hapana,1
So me niko stuck maharishi kwa life like naishi na BFF wants but mambo si fitness. Ni msee mbiolent sometimes alafu ni gamer sa si unajua ma gamer hawanaga time .spending vyenye ye hunibongesha alafu pia spending vyenye hunitreat. Anadai ananipenda but saa ingine me nafeel kama hanitaki. So nataka kumove out niende place ingine yenye ill be living with a dude who is offering a job .  anaprovide kila kitu na bado ananipea allowance saa me nataka kuishia but nafeel nitahurt huyu BF wangu. Nifanye nini?,1
Which is the safe family planning method?,0
Nini inaezafanya msee kukosa dem,0
Is it normal like kukosa iyo safe space na your partner?,0
2024-03-03T06:18:01.181419Z,0
"Okay niko na boyfriend imekua inafeel ka things are over but I have been holding on , Yesterday nilienda kwake so sisi hutask pamoja as in house chores....so I was cooking then akatoka kiasi kurudi akanipata niko kwa simu na he took sufuria that was then kwa moto na kunishikisha kwa mkono...I love him but nafeel ni too much na Niko afraid kulet go ju ya loneliness....what should I do 🥹?",0
"Ok  an always afraid of making decisions,  what do I  do?",0
What are the reasons for delayed periods,0
Ntapiga simu not a question,1
Can I get a boyfriend,1
Yup!,1
What is the best contraceptive for a teenager,1
Ok there's this boy who claims he likes me but am not so sure if he loves and he wants to have sex with me,1
Naeza get pregnant immediately after my periods,1
Mbona Mimi huwashwa Sana my boyfriend akicum ndani,0
Nkihave sex I do see blood spot just immediately na inastop,1
How can person prevent from STI,0
Let's talk about hormonal imbalance,0
Thank for answering my question,0
Ok,1
by,1
Mimi after kuhave sex naumwa. N tumbo sana then hata nikihave naisi uchungu,0
What causes bad smelling v discharge?,0
"Nililala na boy, time nilikuwa safe but sijaona menses zangu for two months now, nashuku naeza kuwa na ball, niliambia huyo boy but yeye akasema hadai Stori zangu ni Mimi niliinsist Tuhave sex, so nko kwa dilemma, if nitoe, niambie mapero..... Na sijui ntaishi aje after this",0
2023-11-24T16:39:01.282708Z,1
