text,prediction
Mbona partner wangu anawet usiku?,0
by,1
Okay.,0
How does one handle breakup,0
☝️ ndio hiyo,1
2024-10-05T18:44:01.381190Z,0
how long Dem hukuwa safe after kuhave period zake,1
What will happen if you take P2 more than twice a year,0
How can I prevent myself from craving for sex😩,0
"Kuna vile my periods zimenisumbua this time nafeel uchovu,kisunzi na kuumwa na mwili na hazijawai kuwa hivi so what may be the problem",1
Can a lady go 3months on without getting her periods?,0
2023-11-19T06:36:01.269684Z,0
So my question is how long should it take after meeting a guy to go for a date?,0
When you occasionally have yeast infection does that mean that your sexual partner has another sexual partner coz I take all health precautions not to get yeast infection,1
If nilikua na periods from 1st day ya last month to 22nd yake when ndo naeza kua naovulate next,1
Kuna hii vitu hunitokea nowdays yellow spots napatanga kwa pantii inaeza kua shida ni nini na kaa iko na dawa uniambie naeza nunua kwa pharmacy please,0
Can I speak to someone,1
2023-11-17T17:45:23.377782Z,0
Naeza deal aje Na boy ako Na babymama,0
How do I know my partner has reached orgasm,1
I have sex with my boyfriend many times but didn't get pregnan??,0
1,1
Kuna vile ikona usaa so ikibust naskia pain kiasii,0
How can I manage to love only one person like bila tamaa na others,0
What are early signs of syphilis or HIV,1
Yup!,1
I asked a another question before,1
Ni type kwa hiyo number,1
a friend of mine akona ball but hataki kueka anataka kutoa so i dont know if ni vizuri kutoa ama,1
If you have some pimples after shaving what should you apply,0
How do i impress someone to love me more bana,0
i love this guy but lately he confessed he has a baby mama at the same time he loves me but confused to make a decision on who to marry what can i do,1
"I have a girlfriend ,who we usually have raw sex but seemingly she gets her period normally so it worries me because I don't have a good way to protect her from being pregnant and we stay  with her ,the last period she had was so painful I had to take her to hospital for som injection to ease the cramps, I am asking of a way  me and my girlfriend can have safe sex without risking pregnancy ..and a solution to the extreme period pains she experienced lastly",1
2023-12-31T18:23:01.264586Z,0
"Kama dem period zake zimetoka taree tatu kwa month alafu akafanya sex bila protection taree 22 the same month, je the next month atakuwa ashapata mimba ?",1
How can I fasten my periods,0
This one,1
And dawa yake ni ipi,1
What happens mtu akiclean vagina na soap?,0
is it good to put fingers to vagina during sex,1
Can one get pregnant when she have unprotected sex on the second day and third day of completing her menstruation?,1
2023-09-09T04:14:01.198385Z,0
Ukitumia contraceptives kama pills ama depo zikona effect in future like kupata mtoi and the rest?,0
uses and benefits of Sadie rose essence moisturizing cleanser,1
How do you handle a guy with alot of anger issues,0
Yup!,1
Ok,1
Can someone get paged on their safe days??,0
I'm ama I was bisexual and my boyfriend doesnt like it .... Others ako sawa but me apana and we almost broke up coz I almost got sucked in again I don't know what to do coz I love him and I'm scared it always comes back,0
Kwanini ukidarwa boobs zinakuanga kubwa,0
Ok soo nilikuwa na uliza nipoa kukulana sahizi nikiwa mdogo ama?,0
2023-09-28T17:50:01.293969Z,0
Heartbreak 🥲,1
2023-09-25T15:38:01.226834Z,0
How to end the urge to f sex Everytime,0
2023-11-25T21:30:02.070584Z,1
😭😭niko kinda depressed koz huwa natry my best nipass kwa exams zangu but all is failure na my parents are not understanding me kila time n pressure wat should I do,1
How does fertilization take place,0
2023-11-23T10:04:03.637888Z,0
2024-11-01T20:29:01.321541Z,1
Is it okay to take bee pollen while on implant?,0
Can a girl get pregnant during her period,0
I had a boyfriend mwenye out of the Blues ameniambia hanidai tena,0
What makes cramps unbearable.....so that I can avoid it,1
Nauliza aje  in arelationship is it safe not to communicate with partner for one week under the same roof in the name of kukosana,1
👆,0
Am suffering from masterbation na nimetry kustop bt nime shindwa what can I do to stop...,0
Can i fuck you,0
What are the short or long term effects of using depo,1
Is it good to be a lesbian😁,1
Pills zinaeza toa ball,0
"Does using cd (Trust), prolong UTI while under treatment for it",0
Implantation blood hutoka after how long,1
What pills can you prescribe to abort 4 weeks pregnancy,0
Can I get a job here,0
Dem akiwa na crumbs anafaa kufanya sex?,0
The thing is I'm biosexual,0
Nimemiss periods zangu for one month and I'm scared.. Nifanye nini?,1
So i have a gf that has a favourite cousin who is a male and every time we have a convo she always involve him and that makes me be jealous and doubt her love for me,1
𝙢𝙮 𝙜𝙞𝙧𝙡 𝙛𝙧𝙞𝙚𝙣𝙙 𝙖𝙢𝙚𝙣𝙞𝙨𝙝𝙤𝙬 𝙢𝙖𝙢𝙖𝙠𝙚 𝙖𝙣𝙖𝙩𝙖𝙠𝙖 𝙠𝙪𝙤𝙣𝙜𝙚𝙖 𝙣𝙖 𝙢𝙞𝙢𝙞,1
I want to get an abortion 💔🥹,0
Mimi nimetumia contraceptive for sometime like nilianza na depo but sikuona periods for hizo 3 months then nikaacha nikaanza kutumia pills but nilikua advised ukitumia for three months utanyesha daily after niliacha kutumia sijawahi ona periods for something like 2 months now Shida inaeza kua gani,0
At what age should I engage myself into a relationship?,0
.,0
Period Zang irregular naeza aje zirudisha  aje zikue normal 28 do npate mimba rahisi,1
So nilimeza p2 when I was ovulating and I bled twice after that na sijableed tena...when I went to the hospital nothing showed up kwa the ultrasound...nini inaweza kua mbaya,1
when someone make you feel uncomfortable with rash word daily which is the best choice to make?,1
nimekuwa na addictive ya kumasturbate na nashindwa kuacha..nitasaidika aje?,0
Signs and symptoms of breast cancer,0
What do you do when your in a situation of heartbreak and you feel like giving up😢,1
How to prevent STIs,0
Can one get accurate results after doing a pregnancy test after two weeks,0
I have a 5months kid can i get pregnant once I have sex,1
Nasema nimepata c plain ni advice nifanye course gani iko kwa market,1
What are the functions of sperms Kwa mwili ya mwanamke when deposited inside,1
How do you differentiate between a  virgin girl and a girl in periods when you first lay with her?🤷🏼‍♂️,0
2023-11-10T22:12:01.276413Z,1
Okey ... Mtu hu bleed,1
Can i start perioda at 15yrs,1
Yup!,0
2023-11-19T17:17:01.208718Z,0
What is an EC pill,1
8,0
Okay am stud am in love with this girl,0
What does it mean when you pee blood n it's painful to pee,1
Can someone get pregnant from rubbing their vagina on a man's penis. What if he's wearing a condom,0
Nini inaweza fanya mtu asipate mimba na hajawai tumia contraceptive? Na mtu anaweza fanya aje kuincrease chances za kupata mimba,1
The reason why girls feel pain in nipples,0
What can i use to prevent myself from hiv after sex,0
2023-10-26T21:09:01.421171Z,1
"Hello, I am single, no man wants to date me because I can't sex with them, I am not ready for sex and I also fear getting pregnant at the moment because I am not financially stable. Am I doing the right thing or I am keeping away suitors? I am 25 years",0
Skip,0
I feel like my boyfriend is cheating on me I don't know what to do,0
Nitafutieni mtu,1
Ways to express your feelings without looking desperate,1
Periods humiss,0
Effects ya three monthd shot to a person having one fallopian tube.....inanisumbua sana kila saa ni damu,1
Okay I'm still a virgin afraid of loosing my Virginity what should I do,0
How's the right way to use condoms to prevent STIs,0
Is it true that you will get attached with the guy you first had some sex with,1
okay what is the best way to treat dark spots?,0
Na msee akiwa sexually active na watu wawili what happens is it the right thing,1
What kind of gift can I buy my boyfriend during Christmas,0
How do you get over someone you love too much,0
2023-11-23T06:13:03.646118Z,1
"So there's this girl I  really like,,,she told she's also a secret admirer to someone and I also told her that I am a secret admirer to someone but hajui ni yeye,,,we usually talk on phone but we've never met. Should I tell her I love her ama niache tu? Cause I feel her but I don't if she feels me",1
Setting boundaries...... which and how,1
ni contaceptive gani dame wangu anaweza tumia other than condom,1
Is it right to give your girlfriend allowance mkidate ama when should you give a girl an allowance?,1
Is it normal for periods kucome twice a month,0
Best sex position,0
When is the right time for someone to get pregnant and settle,1
by,1
4,0
I get horny always when I'm with my partner is that a problem,1
Is it a good idea kurudiana na ex mwenye alikuacha na bol,0
Mtu anaeza fanya ajy kujua if mtu wake ako pregnant,1
Niko Kwa uhusiano na kijana Lakini yeye hunionyesha madharau na hapendi kuongea na mimi,1
How do you build confidence before socialising,0
2023-12-11T18:48:01.191590Z,1
Ok  like a girl how do we maintain our sexual  anxiety in either campus,1
I've never heard sggs I'm kinda scared of it but I wanna know how the cndm goes inside a women's body,0
It’s issie help me with my boyfriend,0
Baadae,1
2024-10-04T16:52:01.137840Z,0
Ok why do girls have diff  body shape?,1
Ni red flag if dem yako hataki umvisit kwake,1
Is it that am a loner or coz I have no friends I hear many people speaking of having best friends and for me I have never gotten even one close friend who I can talk to what might be the reason,0
Mh huskia mtu akiwekwa family planning kama hajawai jifungua inaweza kuwa na side effects is it true?,1
"So, I'm still a virg at 24, I want to know all about sex",0
Mpenzi wangu anapost picture yangu na yeye fb na baada ya mda mfupi anafuta shinda n nini,0
What's your thought on weed intake for purposes of spiritual alignment?,0
issue,1
No,1
Actually I tried this thing Sex for the first time  with my boyfriend and we did it raw then after wards nikakunywa p2 so after taking this p2 my periods delayed for a week so my man did take me to the lab na tukapima tukapata negative so i was asking what caused me for not getting my menses,1
Can I video call,1
I got my first pregnancy on august and got miscarriage i didn't know nko ball and before knowing that i took pills za minyoo cld it be the cause of it ama zii,1
Kila msee nalala nae ananishow nimempea STI na me sioni symptoms zozote kwa mwili yangu 💔,1
"Can I reduce my sexual urge?,    Is masturbation healthy?",1
Unaweza lala na mtu bila   mpira,0
3. No. Not today,0
3,1
When should I take an emergency pill after having unprotected sex?,1
Ni nini inaeza kuwa shida wakati mwingine nachomwa na mkojo,0
Have been low ...na nko pregnant....natafuta wat l can do to support me and the child,1
Ni siku ngapi Dem anaeza count after periods ndio afanye sex  bila kushika bol,1
Sign za kujuwa dem kama ako na ball ni gani ?,1
3,1
Turudi hapa,1
What could be the reason ukifanya sex na dem akatae kupata ball,1
2024-11-01T08:43:01.571258Z,0
Love problems with my partner,1
Naeza taka kujua more about sex and advantage and disadvantages of sex,0
How do I know if am pregnant,0
"Lately I've been feeling like vomiting na nasuea na sijaget periods zangu bado, can I be pregnant?",1
Ukitaka kupea cuzo yako unafanya,1
During sex dem akitoa white discharge it means,1
ni contaceptive gani dame wangu anaweza tumia other than condom,1
Yup!,1
Nitafanya aje ili ni last long kwa bed,0
Nilihave sex with this guy on 26th December and we didn't use protection and know na feel a certain funny smell coming from my vagina so can this be normal ama ni uchafu cos si get what is happening,1
Okay kuna this lady I have a crush on but but kuna vile ananilenga,0
Is it advice able,1
Can you fall in love with someone that u have not see you. Only talk very day,0
periods zangu zimekuwa hazikuji Kila month sababu ni nn,1
In what ways can I make my gf the happiest girl coz she deserves it,0
My sister anafeel kujikuna sehemu ya siri alf ametokwa na vitu za white 2weks now na n mingi hadi zinatokea kwa nguo...nini inaeza kuwa shida,1
Do you get pregnant when ovary moja imekuwa enlarge,0
Nini hushababisha dick kulala ovyo ovyo wakati wa sex,0
Dem anaweza mwaga akidarwa usiku akiwa amelala usingizi?,0
"Just wanted to ask, how does it feel when want to do sex for the first time.. And can I get pregnant without using protection",1
Naeza pata ball bila ejuculation,0
2024-04-30T13:00:01.570788Z,0
So what should I do to stop,1
Okay beshte yangu amekua akijaribu kupata ball na imekuwa iki bounce,1
How can. Someone know that her vagina is loose,0
so from March have been having a smelly discharge after my periods 😭 what could be the cause,1
What causes very heavy and  redish discharge yenye inakaa period,1
Ok,1
Is it possible to be pregnant when you've sex immediately after periods?,0
Nataka hiyo story ya consent in relationships,1
How can y you prevent masterbation,0
Why are boys erecting faster,1
2023-10-26T05:54:01.126007Z,0
I have a fleeting attraction what should I do?,0
100,1
Nah!,0
What are the signs of breast cancer,0
Yup!,1
Should I use IUDs before or after being a mom ?,0
Yup!,1
Alafu how does someone know anafeel mtu ama  akona na feelings coz personally naonanga kama zangu zinakuwanga zimezima tu,1
My man hasn't been spending on...he has never even bought me a gift.. he is always busy working but he got time to go to club with his friends...he doesn't call me but when we are together he makes calls to other women giving them relationship advice,0
2023-12-30T03:44:01.108623Z,0
oky mbona ukifanya sex usiku then mchana ukute umechoka for 2 days io inamaanisha nn ?,0
Is it healthy to watch porn?,0
i have a problem my dick is so small is there any medication for that,0
Niko na itchiness after kushave ni normal,0
Tell me about sex like is it compulsory,1
E pills iko na side effects gani,1
How long a man is supposed to last on bed,0
How should you stay to have sex after delivery through cs,0
2024-05-28T21:41:01.203428Z,0
I want a quiz,1
"iam a strong woman and indipendent , i had a boyfriend whom i  trusted after sometime i found out that he has been lying to me about small staff and i find it hard to his galfried again though he has been begging another thing i dont believe in second chances his baby mama showed up and told me everything , and i become so disappointed because he never told about that , in this case what should i do???",0
Am pregnant,1
I'm 25 years old today and would like to know the best contraceptive methods for me . The times I have had sex was didn't use any and have used p2 only three times at different occasions,1
issue,1
What can I do if I am in a situation ship,0
Recently had my periods but zilikuwa unusual,1
Can queer people get STI from each other,1
Ok so I was wondering if it is ok to have sex before marriage,0
2023-12-03T21:33:01.634620Z,0
Iko best Sasa nikona quiz about sexual issues,1
2024-05-19T17:12:01.721629Z,0
I was in a relationship recently but it ended ...And am so hurt and feel like am not enough for anyone,1
Sasa last month my periods were a bit unsual,1
2024-10-10T04:34:01.328400Z,0
3,1
Is it normal for a guy kamwanga haraka akihave sex n msee like 5 second. He is done n amelala,1
types of family planning,1
Can having a sex with two different men cause sickness,0
2024-09-17T11:22:01.587477Z,0
Can I speak to someone,1
Is family planning ok does it have effects,0
2023-12-06T20:17:01.512871Z,0
Wen during tyme of sexual,1
Kusakiwa breast na more than 10 people inaweza leta any problem,0
2023-12-15T16:07:01.364273Z,1
So am in a relationship and any time we have sex with my partner I take the emergency pills and this has been going on for like a year. I feel like I have taken the pill too much so was asking what are the side effects of taking the pills continuously,0
2024-10-28T09:29:01.318657Z,0
How do I know that a man loves me,0
We ni nani na ushai have sex,1
1. I wanted to confirm if vaginal discharge are normal for toddlers (now 3yr old girl) slight smell and yellow ish in colo,1
Nivimbaya kuhave sed na msee amekuacha na Kaa 5years hivi,1
what causes infection,1
how can someone overcome the pain of loosing a close person,1
Naeza pata wapi dame wa kuhave sex?,1
Tuseme you get drunk at a party and a guy decided to have sex with you juu umembleki and then you loose your virginity Ivo na ilikw like 3 years ago bado unaeza report uyo msee,1
2023-11-23T07:29:02.789874Z,0
Do family planning affect menstrual period,0
3,1
I always masturbate and i want to stop how can i do so.,1
Sina swali,0
Musterbating ni wrong... ama kama ni wrong what are the effects...,1
mimi nimeolewa like 3yrs ago now na bae wangu ajai nipeleka out na nikihappen kuuliza anasemanga tu nigoje,1
Dem anaweza kupata mimba time ya menstruation,1
4,1
"okay am kinda dating this guy long distance currently ako qatar sa communication yake ni very bad I mean he can go for hrs or even days without talking to me and he craims he loves me  is this even possible ?, to add up he is kitu29 and am 23",1
2024-12-15T10:58:01.472015Z,1
Me nikihave sex nawashwa shida inaweza gny na nininawashwa sn,0
I wanted to learn more about sex,1
Well been feeling weird lately down there,0
2024-05-11T20:30:01.445114Z,0
Is it good to engage in inmate intimacy with a partner during periods,1
2024-05-05T15:33:02.104997Z,1
Nko suicidal naeza saidika aje,1
I would like tips on how to deal with/manage menopause symptoms eg hot flashes and sweating,1
You are not answering my questions,1
How can I proctect myself from HIV/AIDS on dating or even if I'm not dating,0
"When someone is chewing mogaka before or after finishing the entire process.... when he goes to the wash room he gets some semen coming out of his reproductive system,,,, what could be the problem?",1
Using saliva as lubricant might cause me to get an infection?,0
Am suffering from masterbation na nimetry kustop bt nime shindwa what can I do to stop...,1
Mtu akiwa na mimba ni normal kukuwa discharge mara Kwa mara au Iko na shida,0
So how can one abort pregnancy without going to the hospital,1
Ni ways gani naeza tumia ku prevent pregnancy niki have unprotected sex with my partner apart from P2,0
"Niko na dem yangu na anakam kunivisit for 2 weeks na staki kutumia CD,kuna njia ingine naeza tumia asipate bol apart from CD na pills",1
Can I share this number to my girlfriends on whstsapp?,0
Naweza uliza relationship questions ama,0
2024-05-30T17:11:01.540440Z,0
Opportunity hukam once sindio,1
Mtu anaeza pata ball aki Fanya unprotected sex a day after her periods,0
"I have never used contraceptive methods since i was born..am 27 now,,,if for example i start to use it now can they affect my health",0
issue issue issue,1
Breast fibrio adenoma ni vitu normal?,1
Can toilet infection inffect your partner,0
Why do I feel pain during sex kama dick ya msee ni kubwa and afterwards me hufeel hiyo pain continuasly,1
WHAT CAN I KNOW ABOUT VAGINAL INFECTIONS,1
"When someone haves sex for the first time,,then you stay like 5yrs without intercourse and then one tries sex again will one bleed",1
Kuna venye mimi hujikuta nadai sex and then hiyo ni kitu hufanya mimi ntake kufanya mustarbation nilijuwa nataka mnihelp how i can prevent this situation,0
Mbona boy child siku hizi tunatengewa sana kwa deals mingi za organization siku hizi,1
Nitaji relieve aje from stress za ufala🙃,0
Mnaeza saidia mse na nn,1
Sometimes I feel abit of discomfort and pain AFTER SEX..what could be wrong,0
I was asking wat if my friend lied to my boyfriend that i was cheating on him what is the best thing to do,0
How do I prevent bad odour from the vagina ?,1
What's are health services,0
Is it a must mtu a datee,0
So kwa relationship is flirting with another person taken as cheating on your person,1
WHo are you,0
Kuna Friend wngu alxma alimalxa periods sake kw Sunday then Jana akahave sex with his bf bt alnxhw n km anajixhuku hw can she know that before going to any hospital,1
Can I ask any questions about men....and a lets say naughty questions 😶,1
2024-05-19T20:22:01.289219Z,0
Can i get a real partner,0
How do I deal with a heartbreak,0
Spots where to hit most in a girl (while having sex),0
"Good morning, Me naitwa Dan, married for 6 years, have two children. First born is 3½yrs and My 2nd born is 10 months now. My wife fears contraceptives alot because of the purported side effects, and myself on the other hand I fear she might get pregnant again, what type of contraceptive(s)  have less side effects coz I can't risk having unprotected sex plus without contraceptive?",0
What step should one take when you find urself with an unapologetic partner ?,0
How can i reduce regular urination,1
"Nimeulizaa,how to overcome feeling stressed and depressed out of unknown",1
What makes the vagina of a lady to have a foul smell during sex,0
Do most long distance relationship work out or,0
Natakaa mechi🥹😂,0
What happens on safe days,1
What's the most important thing in a relationship?,0
"Thank you , Na ni ukweli they don't like it when someone breaks up with them?",1
2023-12-16T19:52:01.267800Z,1
"So yesterday me and My girlfriend broke up and It hurts , can you help me get through this , or advice me, kindly",1
how can i approach a girl without fear,0
"Nilikuwa in a relationship with one lady i really did do love her but we had our differences and also its a long distance relationship 😩, Its been two month now but i still feel am strongly attached to her and i can't let go but at the same time i cannot talk to her 😞 so i thought you guys can help me out of this",1
At what age should one get married?,1
How do you someone ako into you but ni rare acommunicate juu ako busy,0
So if your friends keep  on judging you for know reason what can you do,0
2023-12-31T17:39:01.866379Z,1
How do I carry out an abortion,0
Quizzes,1
7,1
Is it possible usikuwe wet time ya sex?,0
Kua na body counts 11 ni mbaya,1
So niko na manzi ..na tumeanza kudate like karibuni but nilimpata ka ako na mutu mwengine akamwacha juu yangu. .unadhani ni red flag,1
"msee anaweza toa bal ya four months, isipokuwa dawa nini ingine unaweza tumia",1
What can I do to enjoy sex more,0
2024-08-25T20:17:01.679385Z,0
Why do you support much on girls,1
I was asking about the wazzii challenge..,0
Ntajuaje nko na ball after sex,0
Nnnmm,0
Nambie ni njia zipi mtu utapata HIV through unprotected sex kama umehave sex na several people na wako healthy,1
2023-12-15T09:02:01.301917Z,0
"Nilihave unprotected sex 12th Dec on Tuesday,, which ilikua my first day of the period,,my periods zikakuja mpaka 15th Dec Friday then ubruptly stopped,, could I be pregnant? NB my periods always come for 5-6 days but after the said incident zilikuja Tu for 3days ama sijui 4",1
2023-12-24T13:53:01.309053Z,0
Mtu aneaza pata bf huku sorry 😔 for asking so,0
Can you help me count my safe days,1
Do you feel sperms swim  into the vagina during sex,0
Naeza pata advice from a therapist tunago through tough time na mpoa wangu na ningependa tusaidiwe,0
Apart from having sex how else can one tell that a girl is a virgin,0
Is mustarbation a disease?,0
I finished my menstruration two weeks ago and now I'm bleeding like there is blood in my vagina.....what could be the problem,1
Unezawin aje dem mko friends na yeye? But pia yeye anadate...but kuna chemistry,1
How can an introvert deal with loneliness,0
Kwa Nini mtu anaweza Toka damu kwa pua moja,0
2023-12-31T14:24:01.204523Z,0
Is it ok to eat dark chocolate on your menses,0
Okey I need someone to help  me mainten my face,0
Is putting an implant safe??,0
Well Am a christian and am dating a muslim guy he is understanding and very different from all the guys I have dated,0
What do you think makes a guy to loose interest in a girl just after breaking her virginity.?,0
What the effect of sex on young people,1
2,0
"Ok, will proceed later",1
"So i happen kuhave a thick discharge,irritation,and a not good smell from the discharge from my vagina,i went to the hospital and explained the same and i was given drugs that I didn't see changes then I went the second time and was given a different drug bt still no changes,can you prescribe me another drug or what should I do",1
Changing partners can it affect family planning,1
Masterbation,1
How do I stop masturbation??,0
Nitajuaje Chali yangu ameridhika na sex,1
I have never been lucky in relationships like for now  l have been dating someone since 2016 and we have never met .But in 2021 l was in a relationship with  someone else but we broke up na bado sijaheal .This person that l have never met nilimushow anitumie transport na alisema anatuma and lam still waiting.what can l do,0
I was asking how to cope up with virginal hygiene,1
How to show love to my babe without sex?,0
Home remedies to keep me long lasting in bed,0
Kuna mrembo ameniitia mechi 🥵 and it's my first time guide me on this😅,0
2023-10-12T10:06:01.268765Z,0
Nauliza msee akimeza p2 mara mbili same month kuna shida,0
"I took p2 on Monday, upto date naskia kisunzi, breast tenderness what might be the problem",0
What's your take on sex?,0
How can i stop musterbation,0
1. Yes,1
2024-04-24T21:33:01.226732Z,0
issue,1
Does red flags change to green flags ?,0
Kuna dem rafiki yangu anabrag kujuwa beshte yangu Chali na hajui Mimi na huyo Chali tuna smash but ananiboo akibrag kumjua as if she's the center of attention. naskia nimwambie we have a thing going on na chenye anabrag kujua kuhusu huyu Chali I already know it but nivile tu we are not in a serious relationship so Sina right ya kuwa enraged..what should I do?!,1
"like for now,,, I feel to Have sex",1
Here it is,1
Mm Ni na shinda ya kunyonga nitafanya aje niwaje kufanya hivyo.,0
How to relieve body pain during pregnancy,0
Are you good na sku yako imekua aje,0
by,1
K,1
I have a girlfriend and tukiongea kwa phone she takes time to reply..What might be the reason?,0
I want to get my love back,0
Baada ya mtu kupata hedhi zake anaweza kuwa safe days gani,1
2023-09-16T20:28:01.412871Z,0
How would you know that a guy is using you for sex?,1
What causes painful penetration?,0
I have question about HIV,1
Am starting to loose feelings for my boyfriend wattt should I do,0
Is it bad dem kutumia p2 kujiprotect from pregnancy?,1
"I am not sexual active, andi don't feel the need is it normal?",0
Mtu anaezaexperience implantation the same day periods zake zinafaa kukam,1
How long should a 19 year old guy penis be...,0
Does emergency pill work depending on your ovulation days,1
Yuo,1
N uliza kama uko single,0
Safe days,1
2024-05-06T12:28:02.449479Z,0
Like 5 months ago I had a UTI which I didn't know so I took painkillers... then ikapotea ... ikarudi Tena I took antibiotics then ikapotea ...ikarudi Tena and I took antibiotics like three times ...ikausha since then been having a discharge whitish with some smell sometimes but sometimes Haina na inatoka only during the day ...so I took dawa ya yeast infection ya kuinsert na ikatulia for a day then ikarudi Tena ...what should I do?,1
Is it good to have friends with benefits? Juu like currently am not dating but sometimes i feel i need a man for sexual desires,0
Yup!,1
2023-12-04T20:21:01.278594Z,0
"Niko at the age of 23 na mother of one boy,,I walked away from my marriage last year ju mtu wangu alikuwa na hasira sana so I have been single for one year,,sai na feel nataka sex na cna adi boyfriend",1
2023-11-23T18:49:04.197333Z,0
How do you handle Social Media pressure,0
Is it true that having sex in a relationship is a factor and that if one is ready to date they should be ready for sex,1
"I am having a situationship with this certain guy,he doesn't want to date me but he doesn't want me to leave him either. What should I do?",0
Like Niko 18 years but nadai kuengage in sex but naogopa .,1
So l period ziliisha Jana na same Jana had sex so naeza pata ball ?,1
2024-03-01T07:40:01.350490Z,0
2023-12-13T19:06:01.229356Z,0
2023-12-20T10:40:01.774472Z,0
ukiambia msee uko na ball na abehave like ni kama ataki utadu,1
Thank you so much for helping me yesterday❤️,1
Why does it itch after sex but after some time inaisha,0
Kwa nini periods zangu ni light sana,1
𝐂𝐚𝐧 𝐢 𝐠𝐞𝐭 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨 𝐤𝐮𝐡𝐮𝐬𝐮 𝐒𝐓𝐈,0
How would I know that I'm fertile again after an abortion?,1
"So I got pregnant around October hapo but sikua na capability ya kukeep mtoto so I aborted it , Then 22nd November I went kueka contraceptive hio ya depo (three months) , But right now nko expectant tena so is it safe nkitoa?",1
Mwanaume anaeza kupea ball alfu akusho ufanye abortion? Hiyo ni love kweli?,1
2023-12-11T18:19:01.332167Z,0
Oky,1
Is it okey to have a boyfriend rightnow at the age of 15,0
Is it good to musterbate when your horny as a virgin girl,1
My question is based on the sexual health... Do you hold conferences to educate youths and have one on one talks?,1
2024-11-13T13:37:01.645166Z,0
Kuna hii pain nafeel nikimaliza kupeee na it's painful sana na I'm finding it difficult to hold my urine of late,1
2023-12-14T14:25:01.226570Z,0
2024-01-03T19:21:01.312587Z,0
Keep going,1
"During sex sometimes me hufeel uchungu Kwa abdomen,is it normal?",0
How can I cum during sexual intercourse with my bf,1
5,0
Hii Wazzi inaentail Nini exactly?,1
issue,0
2024-12-08T17:28:01.316216Z,0
2024-01-04T12:30:01.543832Z,1
2024-03-01T08:23:01.663636Z,0
How do you know if a guy is pushing you away or if his not interested in you,0
Is masturbation good idea if you feel horny,0
