text,prediction
"After how long after abortion can I have sex ?, Is it safe to have sex if you still having bloody discharge",Err
ni contaceptive gani dame wangu anaweza tumia other than condom,1
Can a UTI recur??,1
What do men love about women,1
Nashuku nikona mimba and sijui nifanye nn,1
Mbna hormones zangu haziko in cycle,1
2023-10-15T18:45:01.481822Z,0
What causes vaginal infection,1
Ni method Gani ya contraceptive ndio most efficient,1
"Well am a 17 years old girl ,,, am good at singing so I was looking for a company that can employ me and pay me for singing for them do you know one you could connect me with",0
3,1
2024-04-25T09:42:01.517007Z,0
How I can have sex,1
"Niko na condition inaitwa PCOS, na sijakua na menses for a while..ni Nini naezado ndio zikam?",1
2023-11-18T06:08:01.836909Z,0
How do you ask partner kuhave sex na you?,1
"Okay....thanks for the service ☺️...that was great 😃.. , Soo here's my question...is it odd for a girl to date a guy who's younger than her 😂 like the guy is 18 while the lady is 21 ....",1
Kama boy wako amecum ndani mkihave sex Dem anafaa afanye nini,1
My boyfriend keeps talking to his exes sending out nudes and receiving them nkiask anasema ni for fun....Nko conflicted sjui ni doo,1
I need to know more about HIV testing,1
so there's this girl we've been friends for like a year ..so she later confessed she liked me for a long time but she was afraid to say ..so she told me stuff went on and we ended up dating.. but we broke up.. adi it wasn't long.. now we're not talking idk tbh ..but like we never had any serious conversation .. whenever i wanted us to talk she'd say she tired or we'll talk another time ama anaenda sesh when she comes back we'll talk .. and the last time we talked we argued ..and she said i always argue ..but ni juu i want to understand what she wants and what she not okay with ..juu she kept saying that everything i say is okay juu she's the one who put me in this position but I'm like i want her to contribute juu we're both in this ..tbh i was trying juu I've never dated a girl before .. and she's bi so she had dated girls before,1
Mbna sex hukuwa painful,1
Unaeza miss period na ikue hauko pregnant ju previous month ilikuja twice??,1
Okay its about sex,1
2023-12-25T19:41:01.168041Z,0
Which kind of meal should I need to make sure I'm perfect during sex time,1
🅼🆃🆄 🅰🅽🅰🅴🆉🅰 🅿🅰🆃🅰 🅼🅿🅾🅰 🅰🅹🆈??,0
Okay thank you,0
2023-11-16T12:36:01.343369Z,0
Is it safe to have sex immediately after umemaliza ur periods,1
Like what should l do in a healthy relationship,1
Mbona ichukue long hivo kujibu?,0
"I had a dream of my 2nd current ex and I wanting having sex, I woke just before we inserted the dick   I asked for it in.I want such dreams to be with my boyfriend",1
How can you have painless sex and  the same time prevent pregnancy,1
"Kama umekosana na manzi yako juu ya kitu Petty na manzi akasema anataka break up, what should be my response?",1
I erect ever time na i dont have a girl,1
Is is advisable kutoa mimba?,1
If I had sex without using protective equipment am I at a high chance of impregnating a lady or it depends on her mp,1
If I miss my period and am not pregnant what can I do?,1
Unaitwa nan,0
I have been in a relationship with this guy for like 7months already...we moved in and he's behaving some type of way...he's always texting girls wanting them to date you get and we're already dating and staying together...if I ask him about it he just says he'll stop and he doesn't...what is your advice??do I leave him or do I continue being in this relationship and I'm not seeing him improve on the same...he makes me feel like I'm a lesser person you know,1
Acha tuanze na no 4,1
2,0
I have been having menstruation cycle issues my last time to have periods was on September,1
can use of family planning pills cause infertility,1
Does p2 work when one is ovulating,1
N nini kinaenza fanya mtu akoje kila time,0
Why do boychild prefer a sugar mom,1
4,1
This,0
Is coil the best family planning?,1
2024-01-01T06:53:01.276435Z,0
Can I sleep now?,0
Is it normal to have periods when pregnant,1
Nikona small bumps place moja kwa my vagina could it be warts?,1
how is PID treated and having recurring UTI,1
Naweza pata Dem tunaweza kuwa tuna vedio call tukiwa uchi,1
Why don't I have the urge to have sex like I'm afraid to do it,1
"The pills taken for a safe abortion less than a month ,,and the procedures to take them",1
Does using condoms during sex have any side effects?,1
which family planning is advisable,1
For a long time nimekuwa insecure na body yangu like maarif Wangu wote they have perfect bodies na sometimes I feel like I don't fit in .....plus Kuna watu huwa Wana ni body discriminate and it doesn't make me feel good....for a long time nimejaribu kuslim but it's hard,1
Something New,0
How do I permanently end itchiness in the vaginal area?,1
Is sex wrong,1
Is it okay to give in the first date,1
Which side effects we expect from using contraception,1
mbona after sex mtu anaendesha,1
There is a guy who just broke up with me because I refused to send him my 360 spin video. Did I do anything wrong?,1
2024-05-20T08:32:01.403393Z,0
"Why do most people say that if you engage so much in sex before marriage, your future husband can end up dumping you?",1
How can I deal with this feeling mm ni dem nko na chali na hadi nko na mtoi  wake bt mm hukua na feelings  za madem mm huwish kudate dem,1
2024-03-24T17:19:01.454998Z,0
ᶜʲᵘⁱ ᵏᵃᵐᵃ ananipenda,1
2023-09-14T22:44:01.445314Z,0
Is it possible msee kupata ball akihave sex while on her menses,1
"Nataka kuhave sex for the very first time but Niko nervous,,half of me Iko ready but the other half haiko ready at all",1
Is there connection between partners created when sex is done?,1
isn't wrong to have sex dreams,1
How can I treat erectile dysfunction,1
Yup!,0
"Uum if I don't want protection,,,I'm ready for pregnancy and my partner doesn't want what should I do",1
"Okay ....am in love with my friend and she also knows and feels the same.
But the problem is she is afraid ,what should I do",1
2024-01-10T19:21:02.385762Z,0
2023-11-14T19:04:01.279786Z,0
Can a woman get pregnant from a swimming pool?,1
Emergency contraceptive pills ni gani,1
So how about sex talk,1
I'm a vagina boy how can I get a girl,1
What is STI,1
Which areas to touch on a woman to make her honey?,1
I have questions concerning relationships,1
How can I make my relationship  strong?,1
2023-12-13T16:10:01.205278Z,0
I have been issues with a man who  claims to love but after some months he  started asking for sex forcely and telling me to take peels to prevent pregnancy but  I refused we ended up breaking up wat could be the problem,1
My boyfriend is a narcissist and am afraid to loose him because I am in love,1
2024-06-01T06:54:01.428804Z,0
2024-01-13T11:24:01.933386Z,0
How to count safe days,1
2024-03-01T17:37:01.309881Z,0
When is the best time to have sex with a girl who receive irregular periods so as to get her pregnant,1
Is relationships good for me,1
Naeza fanya aje nienjoy my sexlife coz sijawai furahia sex even cuming wile sexing sijawai🙈,1
2023-11-26T05:28:01.186079Z,0
Km umesa n  umemalisa mwezi Una fa kwasa kwona mathili lin,0
What can you do to understand your body and be sexually aware of your self,1
2024-03-01T05:36:01.664874Z,0
Should a girl bleed A lot after breaking virginity,1
Do you think its normal ka boy ako so insisting na sex,1
Kuma safi Iko aje,1
I feel like my relationship is dieing each and every day.. what can I do to renew my relationship with my guy,1
I had sex with a girl two weeks ago without protection and am currently have itching around my private parts on the testis,1
Side effects of using contraceptive pills??,1
How to convince your boyfriend not to have sex with you at an early age,1
Why I get rushes and some pain on my private parts after every menstruation?,1
Is it advisable for me to start a relationship right now,1
H D17 ni drugs za nini,0
"What if before alete huyo dame nilimuongelesha nikamuambia mimi staki amlete ila bado tu limleta, wanaishi wawili kwa.single room.",1
Nakama uko single?,1
"Then nowadays  sina any feelings kwa my husband, yan nkama zilipotea,what is the cause of it??",1
Basic things to do so that you achieve your goals?,0
Is it safe to do sex while still on periods,1
Kama unasumbuliwa na contraceptive Kuna dawa ya vitamins unaezadungwa?,1
Mwanaume anafaa kurelease after how many minutes during intimacy,1
what do I do when I feel left out...mabeshte Wang u wote they're dating...na niko hapa 19..no boyfriend and I still don't feel like having one,1
Kuna boy nilimcrushia huskii sa Kuna day akaniita sherehe na Mimi nikaenda kufika nikatei huskii nikamshow venye nimemcrushia so huyo boy Kuna venye ana act like anataka kunipea chance swali ni ananidai ya ukweli ama anadai kufuck na iishe,1
Okay um ... So there's this boy I'm dating na nampenda sana nililoose my virginity kwake na hatukutumia anything is it possible kukua n ball I'm really nervous,1
Kama ulelala na  na msichana na alikua na STl na ww haukujua na umejua  aftar  five day  unaeza pata usadizi ama,1
Which contraceptive is good to use for 3months?,1
"1.When you are feeling some intching around vagina inameans., 2.mbona ufeel cramps after sex.., 3.does tea ,advisable to take during cramps",1
self,0
2023-11-18T06:43:59.632119Z,0
I have been trying to get a baby but its hard,1
What can happen if a condom busts during sex,1
issue,0
Question,0
What if you need someone to love you in a genuine way and this person ends up thinking you want a one night stand,1
What's the most underrated sex position,1
Is lying just part of life,0
My girlfriend don't get into pain when on her periods unlike other ladies who cry as if they have been injured what might be the reason.,1
Hujanijibu swali joh,0
Which is the best contraceptive method for a lady having sex for a first time,1
WhatsApp sexual plizz,1
"I met this guy. And we went on a first date. Na tukaonana siku zingine kadhaa. He confessed his love. Lakini yeye so msee wa kunicall so, One day alinitext watsup and I ghosted him coz I wanted a call from me. He never talked to me again. After a few months, I started thinking about him. Wats wrong with me",1
2023-11-28T15:36:02.035918Z,0
How do I deal with performance anxiety,1
Nilikua nauliza ...kama kukuwa lesbian iko swa coz i feel like my parents are going to be disappointed,1
Have missed my period,1
At what age should you lose your virginity?,1
How do I know if I'm being played,1
TRUE,0
What do you do when the person you loved the most doesn't love you back doesn't even want your company and sometimes makes you question why he never gave you a chance and always points out my flaws,1
"Ina major sana na sexual life
Wat might be the problem that at 21 hata niki have sex Huwa sifeel anything compared TU vile watu husema",1
Can I get videos,0
So in my prime I used to bedwet until finished highschool and it's been so embarrassing that nowadays I'd rather sleep late than usual or set an alarm ama hata my mum opts to wake me .I feel so insecure and unsure of myself that it I'll happen again .What should I do?,1
First answer the questions I asked,1
"I have cramps but my periods are late, what could be the problem ??",1
Was asking can someone like get pregnant after having sex like 1 or 2 days after having their periods,1
3,1
How to have sex ?,1
"'@(replace(results.question, ""\"", "", ""))",0
Oky why can a girl fall for a married man instead of boys,1
How to deal with a situation where my best male friend doesn't like seeing me going to chill with my friends on weekends .like he wants me to be under his authority,1
"Ok,, kama ni first tym yako ku have sex is it true ati utaskia uchungu",1
How do I deal with rejection,1
2024-02-02T13:25:01.370095Z,0
I have no other quiz,0
3,1
Hello guys I'm Velma okay I've been in a relationship for many years but I've never got a serious Man but I want to know the reason as to why I'm a failure for getting a serious relationship,1
2024-05-02T18:04:01.502647Z,0
Do you talk about men's sexual health,1
Why do I always  get pimples in my private  part  after or before  menstruation period and sazingine zinawasha,1
How do i reduce my tummy,0
My hubby is stressed and drinks alot and he doesn't want to share to anyone....what do i do to help him to be okay,1
2024-10-20T04:44:01.304387Z,0
So Na Dai kuwa Na dem,1
Nikikojoa kuna inflamation what could be the problem??,1
Mtu anaeza do what kuzuia periods  zikam same times like ziwache kurukaruka,1
issue,0
Mmh wee na what if ume fuck mara mob unafanya?,1
If am pregnant how do I terminate it,1
2023-12-01T14:27:01.449619Z,0
Dem amaezapata ball akikuliwa kama ananyesha?,1
Can I find a partner here,1
Can you get an STI if you have sex with an infected person while using pull out method of having sex?,1
i have a crush on someone nishaa mwambia but ajai niambia anything about it,1
Is it possible for one to receive her full period during pregnancy,1
Mtu anaweza tumia condom as a Contraception only kwa chali,1
How can I get a beautiful girl without tired,0
Sijawaelewa,0
Mm Aki kuanzia nizae firstborn 2009 nkapata boll ingine 2013 nikafanya abortion uwa sipati boll Aki but nanyesha kila mwezi Shida Nini Aki,1
Nilikua  nataka kuuliza MTU anaeza deal aje Na yeast infection,1
What causes redish spots on the penis,1
Is it ok to masturbate?,1
Nope!,0
Ntajuaje nko na ball after sex,1
Is it normal for a girl to have a large clitoris,1
Naeza show msee aje ati siyuko isaa,0
How can I be certainly sure if I am pregnant?,1
What are signs of early pregnancy,1
2023-12-25T18:38:01.925298Z,0
2024-11-28T18:55:01.232289Z,0
2,0
How can you make a girl to go wet haraka on sexual pre activity,1
what are contraceptives,1
hang,0
2,0
"I'm menstruating but I've noticed something quite strange, 1 my cycle has been fluctuating lately, either ije late ama earlier with two or one day, the secondly I've observed that the blood has some dark red clots na si red vile ukua normal na Bado Iko na clots ziko bright colors. So my question is, why so? What can be the cause and remedy ya kua irudi normal",1
How do you open your feelings to someone?,1
Mbona mtu ukuwa na imbalanced hormones,1
3,1
Can contraceptives shape up your body?,1
My Girl anatakaa tuhave sex 'RAW' yee hunishoww condom humhurt,1
"I gave on August,my first born  Not yet in a family planning,I'm worried of the effects of the family planning,spoke with my husband na he said nisiweke any family planning juu itaniharibu mwili",1
Is it ok if I date someone younger than me,1
4,1
Mbna mtu hunyesha mara mbili kwa mwezi???,1
I was in a relationship then today when l opened my phone nkapata amepost dem mwingine na pia amemweka profile pic,1
"Nimekuwa nikiget tired lately everytime,am just sleepy,not in the mood for anything, plus getting alot of discharges, can it be am pregnant.",1
Yeah we can,0
Is is weird for a man to moan loudly more than a lady during sex,1
How would you easily know a person loves you,1
How do I improve my sex drive?,1
2024-01-17T20:47:01.778955Z,0
Mbona sinyeshi,0
My periods have delayed na seven days... Could there be a possibility that I'm pregnant??,1
I had sex for the first time and that too with a person I'm not in love with and it was painfull na nili overbleed and honestly nilikuwa traumatized for a while now the guy calls me babe he's a nice person but I don't think I'm in love with him ju I'm trying but haiwezi any advice for me,1
BT I don't have a friend to share with next am an introvert I just stay at home only with my phone,1
Feeling lonely and down,1
How do I satisfy myself sexually,1
"Ok...i never had sex till was in my collage where I met this girl and she tosed me and I agree to date her, but she doesn't want a relationship, she just want me to be her friend but we make out, and have feelings for her now....",1
How can I satisfy my sexual desires,1
Alafu ebu enlighten me on some of the family planning methods,1
What leads to cheating,1
How do you know a girl loves you,1
Effect za kumasterbate,1
Why should we avoid men who take blue drugs,1
So I had sex on Tuesday and right now i keep peeing a lot what can be the problem cause I've ever had an uti na this is giving uti,1
Naezaget partner uku???,1
*If you drink water* *immediately after sex what happens?*,1
4,1
My cycle is 29 days when is my ovulation,1
So I have a crush on this boy but we had an argument so he is acting weird I mean it's hurting me be cause I have a huge crush on him,1
Ni ukweli kwamba mwanamke hua na isia za kufanya ngono wakati ame maliza kuona mwezi,1
How will you know a man is in love with you,1
im in love eith hubby sana we have a son....been married for 2 years..but sasavsai ako down juu hana job pia me nafeel frustrated juu hatafti pia..what should i do?? Naanza kukua na recentment feelings,1
2023-12-10T21:14:01.200255Z,0
Ok,0
Niko Na dem Na everytime we have sex she bleeds and she is always telling me she has imbalanced hormones and the only thing that can help is her to get pregnant Nd I'm not ready to be a dad and Iobe her so much whats the best thing I can do,1
What should someone do when a boyfriend or a friend maybe wants to fuck with you then after that they want to leave you alone,1
Hello... my name is sheryl 27 years old.... I have  no boyfriend or any job... I really feel bad about myself.. cause I'm always wondering if something is wrong with me,0
2023-11-18T16:00:01.306813Z,0
Dem akikataa kuhave sex na mimi without specific reason,1
How can u ask Ur boyfriend if he is losing interest in you in directly,1
Girls do they need big dick in or small,1
Apo kwa safe days sielewi poa can you please make it easier for i to understand🙏🏻,1
Uko wpi,0
What is the maximum age difference can two couples have,0
Mi ni mtu wa sickle cell anemia na birth control gani ndio nafaa ku tumia,1
"Kuna this gal nampenda sana but also there's this man I'm madly in love with I'm really confused adi sijielewi 
What might be the problem?",1
2023-12-13T17:04:01.267057Z,0
"I am a mum,23years but my breasts reduced their size after breastfeeding...what can I do to get them back to shape and make them firm??",1
"Im about to have sex for the first time, what should I have to know.",1
Can I voice note,0
"I have this guy we have known each other for a month now we have been friends lakini apparently we have fallen in love he tells me how he loves me 😍 and from his actions I am truly telling how much he loves me , He has went ahead and introduced me to his parents through a phone call with the saying that hataki kunidate na sijui wazazi wake, The guy stays in Nairobi me I stay in eldoret we have never meet we meet online and we became friends and we loved each other, He helps me whenever I need help he calls me on video calls and even on normal calls , I can tell we have bonded alot were now getting two months since, He is 24 am 20 please advice me here",1
When a woman  suffer from  canida   does it have negative impact,1
Kumwa na chini ya tumbo nikifinya tumbo naskia chungu,1
Hi ni ishan Cna proove that dem yangu ananicheat but alienda mahali na akameet na beshte yangu.bila kunishow nikam ask akanijibu mbaya..  tena hataki nimcall nowadayz anakataa calls,1
2,0
2023-12-04T17:17:01.755155Z,0
There's a girl I like . We've been doing some cool stuff together like going out . But we ain't official .  Naeza behave aje nisikae loser . Na how do I make her find me interesting,1
"Okay Kuna tu huyu chAli time date na yy one year the guy juzi akaeka huyu Dem kwa status nkikuask anasema ni cousin wake and that lady amekuwa fb huko ndo walimeet so I just decided ku end rltnshp  bt the guy anaclaim he loves me,",1
"When I'm in my menstruation period I always feel alot of pain in my stomach,what's the cause of the pain and how can I stop it?",1
2024-04-25T08:43:01.510569Z,0
So is it right ku have sex ukiwa na periods,1
How can I handle an abusive boyfriend,1
"Nlihave sex on 24th May, 4 days to my ovulation day. On 25th at around 6:30pm I took P2 pills., On 31st I started bleeding yet I was expecting my periods on 12 April, What could be the problem?",1
1,1
It's health issues,0
2023-12-13T18:24:01.369342Z,0
Mtu anajua aje dem amekupenda,1
is masterbation healthy?,1
2024-01-24T13:49:01.542386Z,0
What could be the issue recently i bleed after sex,1
I had unprotected sex ...Na it'was my first time...and am really worring,1
Brown 🟤 discharge after period,1
Time unapata jedelle  inafaa iume sana,1
After 3 months injection how long do I take kuget pregnant,1
Niko on my 31st day of the cycle na hakuna dalili ya kunyesha.What might be the cause?,1
"My boyfriend thinks am hard to love,advice me on that",1
How do you know you have stis,1
"I am not sexual active, andi don't feel the need is it normal?",1
Pain on one breast nipple,1
What do you do when  you're in a relationship and feel completely ignored,1
Nmeuliza swali na haijajibu,0
What is the best time kuchukua family planning...or mtu anaweza chukua anytime,1
Niko na shida like naona periods zangu after every one week,1
by,0
2023-12-14T04:45:01.571068Z,0
2023-12-02T19:41:01.777807Z,0
When will you realise that a girl is lieng about something,1
"I was to start my periods on 9th or 12th this month, then I had sex on 5th.... could I possibly get pregnant since I haven't gotten my periods yet?  My cycle ranges from 31 to 39 days",1
Does Garlic treat STI,1
Mnaeza taftia msee job,0
Kutumia contraceptive au pills kama huna mtoi inaezafanya ukose mtoi kabisaa,1
How can I come to have sex with my own frnds madem,1
Are you a Male or female,0
What this sign of hiv and Aids,1
What is dating,0
What can I do to move on from a heartbreak,1
How can l test if am pregnant without going to the hospital coz my parents are so strict and will only want to take me,1
Mimi ni kama hatuelewani na boyfriend wangu na nimeanza kuchoka,1
Can someone suffering from hydrolysis able to *imprignate* a woman?,1
2024-03-04T20:03:01.421798Z,0
How can I avoid sex,1
Do you talk about family planning and effects,1
Dem anaweza sema ako busy . But few hours  unamuona online..shinda  inaweza kuwa n ngani?,1
